ID,Gene Description,Gene Accession Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,Cluster_assignments
6892,GB DEF = Anti-B cell autoantibody IgM heavy chain variable V-D-J region (VH4) gene; clone E11; VH4-63 non-productive rearrangement,U24685_at,-0.151666647,-0.061102567,-0.272464398,-0.09152923,-0.278738346,-0.150688324,-0.211811127,-0.241395537,-0.351246732,-0.244515713,-0.25029327,-0.087278443,-0.108279227,-0.122572935,-0.291808895,-0.091546468,-0.18299698,-0.211428472,-0.10938267,-0.170241459,-0.231837088,-0.191951589,-0.218947232,-0.231968731,-0.195497992,-0.161390749,-0.194166162,-0.138426567,-0.198578767,-0.174593835,-0.180473633,-0.221284776,-0.236301102,-0.08014406,1
6893,Serine kinase (hPAK65) mRNA; partial cds,U25975_at,-0.048991157,0.057354187,-0.147128382,-0.11163858,-0.116286406,-0.101763111,-0.144630575,-0.146600627,-0.154730477,-0.098024326,-0.154514157,-0.124100619,-0.134693549,-0.129955422,-0.11136368,-0.13786497,-0.098143935,-0.135438471,-0.029964089,-0.146959334,-0.189341016,-0.082406991,-0.057395858,-0.079223812,-0.109266705,-0.054260959,1.33E-05,-0.145691957,-0.153189945,-0.186034161,-0.16017266,-0.101115965,-0.04174172,-0.12112501,7
6894,Uridine diphosphoglucose pyrophosphorylase mRNA,U27460_at,-0.068798633,-0.104927226,-0.170260868,-0.11245937,-0.00552372,-0.186046041,-0.06554461,-0.068464236,0.042213918,-0.062984599,-0.147309533,-0.102515206,-0.103515989,-0.185106944,-0.019702443,-0.030205751,-0.148303371,-0.185961553,-0.177804833,-0.15573784,-0.194409355,-0.161326217,-0.170722941,-0.188918673,-0.189509708,-0.097769609,-0.123115839,-0.092922283,-0.17223704,-0.20510137,-0.169511107,-0.158588005,-0.190065508,-0.200079133,7
6895,ICH-2 PROTEASE PRECURSOR,U28014_at,-0.209067906,0.163227623,-0.204749302,0.08781334,-0.151156141,-0.061060624,-0.049387262,-0.058945082,-0.194119356,-0.146573345,-0.166804397,-0.017866524,-0.110011314,-0.175118873,0.04688554,-0.136195834,-0.002841008,-0.142832093,-0.172510261,-0.087799837,0.411062208,0.170448642,-0.094769683,-0.006369866,-0.107270611,-0.057544631,-0.076988928,-0.156016459,-0.147111085,-0.038157361,-0.082216921,0.092199077,-0.019548635,0.031519629,7
6896,TY protease,U28015_at,-0.228875382,-0.272849438,-0.271202626,-0.215878884,-0.335760618,-0.252238976,-0.241999856,-0.205698709,-0.239502195,-0.233961579,-0.227831796,-0.211288762,-0.253774508,-0.276302374,-0.29509719,-0.317714284,-0.226886487,-0.185961553,-0.241339698,-0.159554582,-0.206105522,-0.262625523,-0.234218257,-0.243973075,-0.265760522,-0.198742514,-0.2179736,-0.229435136,-0.250046448,-0.242812073,-0.210113055,-0.27272828,-0.240369835,-0.247451608,1
6897,GB DEF = Beta-2 integrin alphaD subunit (ITGAD) gene; exons 25-30; and partial cds,U40279_at,-0.034438725,-0.198651252,-0.204749302,-0.17278742,-0.166744963,-0.242371706,-0.202456873,-0.205698709,-0.054545719,-0.093380507,-0.145190526,-0.094050337,-0.239051771,-0.260668872,-0.054640583,-0.123260037,-0.218108585,-0.068074363,-0.122008189,-0.134364086,-0.148794305,-0.185276828,-0.083115479,-0.049833868,-0.252187078,-0.130195868,-0.156223058,-0.083744949,-0.33190843,-0.065698885,-0.132563336,-0.343061195,-0.109800516,-0.183536365,1
6898,MALATE OXIDOREDUCTASE,U43944_at,-0.23251349,-0.153524869,-0.211899343,-0.238040209,-0.301711348,-0.197557856,-0.250078529,-0.250121429,-0.202254016,-0.206520829,-0.221898577,-0.204516867,-0.236886663,-0.251983593,-0.27495638,-0.311872311,-0.243188303,-0.199105769,-0.248670644,-0.158791234,-0.211173861,-0.222184328,-0.243059377,-0.228657188,-0.244601919,-0.211877201,-0.188586294,-0.2133748,-0.181152701,-0.245354367,-0.179255575,-0.252633161,-0.233342024,-0.25722688,4
6899,GB DEF = Small GTP binding protein Rab9 mRNA,U44103_at,-0.159347097,-0.229892593,-0.176990319,-0.215878884,-0.053520884,-0.160144458,-0.185874332,-0.173174932,-0.332836713,-0.582670183,-0.168499602,-0.177006046,-0.212204428,-0.212899837,-0.064505469,-0.251783445,-0.216436604,-0.21676831,-0.217310486,-0.164516346,-0.266145844,-0.151903026,-0.165096774,-0.193058101,-0.147192503,-0.225832806,-0.116048006,-0.182401296,-0.199794539,-0.213575685,-0.187375964,-0.229724725,-0.222245482,-0.239556195,1
6900,Rab9 expressed pseudogene mRNA,U44105_at,-0.259597183,-0.255493137,-0.257743725,-0.226138757,-0.308275062,-0.270328971,-0.228393668,-0.244171957,-0.264762454,-0.311217843,-0.264702517,-0.23964607,-0.25420753,-0.301489683,-0.307839335,-0.330232798,-0.255728162,-0.21676831,-0.218532311,-0.218332405,-0.274333161,-0.294428794,-0.226984613,-0.281641876,-0.262167551,-0.230347855,-0.219089573,-0.201520743,-0.243157074,-0.243235789,-0.206864899,-0.293225301,-0.267001537,-0.242187999,1
6901,GB DEF = Mitochondrial trifunctional protein beta subunit mRNA; partial cds,U49441_at,0.014069381,0.020472048,0.000498939,-0.022582887,0.003501388,0.237013152,-0.222440961,-0.158896201,-0.01173172,-0.020345896,-0.030340351,-0.082199522,0.004306406,-0.005321667,-0.006549262,-0.074020549,-0.062614335,-0.016729767,0.069003682,-0.02864034,0.000916629,0.087603085,0.122641494,0.07807448,-0.0669495,-0.028402045,0.189728775,-0.082597782,-0.028370685,0.027518582,-0.123630907,0.052812644,0.176120401,-0.086159612,1
6902,CHRNA3 Cholinergic receptor; nicotinic; alpha polypeptide 3,U62432_at,-0.283851235,-0.229458686,-0.252276046,-0.27579654,-0.308685295,-0.240316025,-0.235196762,-0.229893226,-0.250205695,-0.247893036,-0.212574946,-0.223986064,-0.247279183,-0.262405927,-0.305373113,-0.316045149,-0.26032611,-0.226215716,-0.227492356,-0.219477428,-0.262636994,-0.278723475,-0.235825733,-0.277088504,-0.266958178,-0.202847104,-0.18747032,-0.220257801,-0.247614904,-0.269506166,-0.222293639,-0.300459544,-0.28586566,-0.261738544,1
6903,TRY8 gene (trypsinogen E) extracted from Human germline T-cell receptor beta chain TCRBV17S1A1T; TCRBV2S1; TCRBV10S1P; TCRBV29S1P; TCRBV19S1P; TCRBV15S1; TCRBV11S1A1T; HVB relic; TCRBV28S1P; TCRBV34S1; TCRBV14S1; TCRBV3S1; TCRBV4S1A1T; TRY4; TRY5; TRY6; TRY7; TRY8; TCRBD1; TCRBJ1S1; TCRBJ1S2; TCRBJ1S3; TCRBJ1S4; TCRBJ1S5; TCRBJ1S6; TCRBC1; TCRBD2; TCRBJ2S1; TCRBJ2S2; TCRBJ2S3; TCRBJ2S4; TCRBJ2S5; TCRBJ2S6; TCRBJ2S7; TCRBC2; TCRBV20S1A1N2 genes from bases 452324 to 684973 (section 3 of 3),U66061_cds3_at,-0.113668631,-0.117510545,-0.178672681,-0.107124236,-0.215972824,-0.168367183,-0.246251789,-0.211251549,-0.233508235,-0.218763625,-0.187146863,-0.189703348,-0.169768304,-0.204648822,-0.267146678,-0.150800767,-0.132837545,-0.188015337,-0.159884743,-0.24161453,-0.181933444,-0.225325391,-0.174741632,-0.200509073,-0.134018278,-0.163032585,-0.188586294,-0.164429016,-0.210331229,-0.112731334,-0.176819458,-0.150148055,-0.167872422,-0.215118014,4
6904,DAZ Deleted in azoospermia,U66077_at,-0.222811869,-0.135734661,-0.19717867,-0.239681789,-0.247970933,-0.085728798,-0.242850242,-0.13906463,-0.200541456,-0.207787325,-0.213422549,-0.210019032,-0.223462991,-0.215505421,-0.235085798,-0.27765504,-0.209748679,-0.14570739,-0.170473887,-0.191615213,-0.221700411,-0.213939035,-0.19322761,-0.189746558,-0.227834724,-0.14127826,-0.123115839,-0.196549687,-0.145895313,-0.153408047,-0.211331113,-0.182300245,-0.137911757,-0.243691887,4
6905,Steroidogenic factor 1 mRNA,U76388_at,-0.048991157,0.10942309,-0.073525017,-0.174429,0.165132864,0.10914978,-0.133150354,0.09772433,-0.093934598,-0.08578153,0.050605714,-0.073734654,0.1220883,-0.119533087,0.01605777,0.06994236,-0.01329089,-0.05575166,-0.044625981,0.043114405,-0.149184177,0.123725318,-0.104414541,-0.033690096,-0.046988554,0.023315785,0.082967295,-0.141868068,0.226536179,-0.130103681,-0.074502551,-0.176673612,0.182778327,-0.253843132,4
6906,Immunoglobulin-like transcript 2 mRNA,U82279_at,-0.354996457,-0.301053427,-0.282979164,-0.265536667,-0.339452708,-0.357078718,-0.253480076,-0.2283067,-0.236077075,-0.250426029,-0.231646009,-0.299746634,-0.273693505,-0.303661003,-0.353464435,-0.322304406,-0.269940002,-0.22950177,-0.2380815,-0.237797788,-0.2372953,-0.381593313,-0.310975253,-0.360704964,-0.283725373,-0.215981791,-0.232853248,-0.259643862,-0.304756189,-0.281370207,-0.224729755,-0.295234813,-0.332101254,-0.2609866,1
6907,GB DEF = Immunoglobulin-like transcript-3 mRNA,U82979_at,-0.010993141,-0.244645449,-0.308214604,-0.155550834,-0.19833284,-0.099296294,-0.02004892,-0.140651156,-0.083659239,-0.251270359,-0.210455939,-0.172773612,-0.258970768,-0.067855677,-0.211245655,-0.1654057,-0.159589244,-0.220054364,-0.215274112,-0.197722,-0.135928521,-0.188417892,-0.252704235,-0.219136502,0.242045943,0.018390277,-0.069921095,-0.164811405,-0.189257848,-0.268658734,-0.085059057,-0.199582047,-0.183037697,-0.237676335,3
6908,Ubiquitin-homology domain protein PIC1 mRNA,U83117_at,-0.230492319,-0.180861043,-0.237134783,-0.23311547,-0.300480651,-0.246483069,-0.20968516,-0.199749238,-0.195831916,-0.205676498,-0.209184535,-0.204093624,-0.253341486,-0.272393998,-0.28029986,-0.314376014,-0.234828397,-0.203213337,-0.177804833,-0.16756974,-0.214292838,-0.254380231,-0.215732279,-0.27212119,-0.262167551,-0.207772612,-0.20569789,-0.19540252,-0.227757295,-0.253828683,-0.176819458,-0.25584838,-0.181188274,-0.219253706,6
6909,Death domain containing protein CRADD mRNA,U84388_at,-0.204217095,0.030451921,-0.214002296,-0.239681789,-0.267251845,-0.180290134,-0.088930245,0.006102471,-0.170571657,-0.187945552,-0.224441385,-0.178275776,-0.228226229,-0.216373948,-0.217822246,-0.243020485,-0.202224764,-0.008514632,-0.153368346,-0.191615213,-0.208054883,-0.268515018,-0.241451901,-0.236936046,-0.134417497,-0.192175171,-0.206813863,-0.18813713,-0.184800017,-0.211880822,-0.149210134,-0.24057609,-0.188216084,-0.215869958,1
6910,Clone 61501 defective mariner transposon Hsmar2 mRNA sequence,U92027_at,-0.11932791,-0.074119792,-0.092451596,-0.209722961,-0.201204466,0.01623299,-0.173968917,-0.156913044,-0.157727457,-0.208631656,-0.195622891,-0.178275776,-0.168036218,-0.155576995,-0.222343653,-0.179176065,-0.167531155,-0.140778309,-0.053993301,-0.17214983,-0.161270216,-0.201767413,-0.137367806,-0.181881644,-0.202284713,-0.137994588,-0.118279953,-0.114718453,-0.050254582,-0.105104451,-0.193466256,-0.160597517,-0.18710643,-0.136539863,4
6911,GB DEF = Histone H2b gene,X00088_at,-0.206238266,-0.330559139,-0.285082118,-0.324223138,-0.340683404,-0.324598954,-0.261983944,-0.248138272,-0.335405553,-0.325993632,-0.073144291,-0.286626089,-0.289282285,-0.311912018,-0.314415926,-0.362780934,-0.255728162,-0.307545554,-0.29265632,-0.229019282,-0.308641917,-0.351360574,-0.309367777,-0.328831363,-0.283725373,-0.259490441,-0.316923264,-0.268438808,-0.320561225,-0.317809762,-0.239752476,-0.352706852,-0.40718786,-0.323397955,4
6912,GB DEF = Prepro-relaxin H2,X00948_at,-0.193707006,-0.193010454,-0.259005497,-0.258559954,-0.291045311,-0.238260344,-0.239873889,-0.220770703,-0.287025734,-0.323460639,-0.223169981,-0.2184839,-0.241216879,-0.243298314,-0.302084818,-0.303526636,-0.233992407,-0.18883685,-0.203870419,-0.174439875,-0.250940827,-0.26223289,-0.222965923,-0.239833646,-0.257376924,-0.206951694,-0.191934214,-0.21719869,-0.264230455,-0.223321148,-0.207676938,-0.27272828,-0.25479534,-0.253091188,3
6913,GB DEF = Prepro-relaxin H1,X00949_at,-0.233726193,-0.22164835,-0.253958409,-0.197821509,-0.306634134,-0.227570801,-0.233921182,-0.212441443,-0.197116336,-0.227206933,-0.212151145,-0.208749301,-0.235587598,-0.244601105,-0.272079122,-0.282662446,-0.262834082,-0.236484635,-0.201834045,-0.211843944,-0.244702872,-0.264196055,-0.218143493,-0.268395704,-0.269353492,-0.179450943,-0.200118021,-0.199608798,-0.218841633,-0.256794693,-0.228383931,-0.275541596,-0.326922868,-0.248203552,4
6914,Alpha-tubulin mRNA,X01703_at,0.588890434,0.213560896,0.491748827,0.462914277,0.44573167,0.513707842,0.428955272,0.056474662,0.688705303,0.444036023,-0.010845487,0.366438492,1.043991431,2.166866624,1.596494786,1.196191318,2.598343722,-0.112025336,-0.014080373,0.03624427,1.584577601,0.357341935,-0.014395865,0.026331621,0.461616349,-0.07765712,0.254083255,-0.047800388,2.185955401,1.858818099,0.020099986,1.023808783,0.030385807,0.752633958,1
6915,IFNA5 Interferon; alpha 5,X02956_at,-0.201387456,-0.233363853,-0.238396555,-0.209722961,-0.285302061,-0.220581485,-0.223716541,-0.179917667,-0.229226835,-0.272800794,-0.234188817,-0.181661723,-0.233422489,-0.25502344,-0.299618596,-0.284331581,-0.239426346,-0.192122905,-0.195317648,-0.187035123,-0.234176322,-0.258699194,-0.183582752,-0.250596161,-0.238613635,-0.196279761,-0.178170539,-0.209168522,-0.224920494,-0.174593835,-0.2214816,-0.258661697,-0.242219258,-0.230908839,4
6916,GB DEF = Interferon alpha gene IFN-alpha 6,X02958_at,-0.177133403,-0.191708731,-0.266576129,-0.222855598,-0.26807231,-0.22222603,-0.211811127,-0.182694087,-0.246780575,-0.199344017,-0.207913131,-0.215097952,-0.225195078,-0.291935876,-0.262625272,-0.326477244,-0.211838656,-0.162137661,-0.239303324,-0.203447112,-0.159710727,-0.245349673,-0.148620141,-0.198853302,-0.262167551,-0.188070581,-0.186354346,-0.196549687,-0.243967588,-0.102562156,-0.191842178,-0.28116823,-0.274769117,-0.137667779,1
6917,Skeletal beta-tropomyosin,X06825_at,-0.225641509,-0.382628042,-0.244705414,-0.17360821,-0.329196903,-0.230448755,-0.25135411,-0.206491972,-0.213813796,-0.249581698,-0.208336932,-0.267156892,-0.289715306,-0.297147044,-0.306606224,-0.269309364,-0.318427457,-0.202391824,-0.214459563,-0.245812946,-0.302403961,-0.380022781,-0.310975253,-0.260116847,-0.251787859,-0.220086381,-0.248104888,-0.264614919,-0.318534938,-0.282641354,-0.232038106,-0.45559386,-0.363171574,-0.306855186,1
6918,RNS2 Ribonuclease 2 (eosinophil-derived neurotoxin; EDN),X16546_at,-0.120540613,-0.147450164,-0.101704591,-0.190844796,-0.189717965,-0.085728798,-0.190551459,0.046162245,-0.148308377,-0.145729014,-0.158328369,-0.151611441,-0.141188874,-0.184238416,-0.171375073,-0.215062471,-0.230230449,-0.008514632,-0.039331409,0.024794045,0.401705275,0.258398427,0.555454504,0.247791057,0.040440389,0.443625764,0.14248589,0.185456867,-0.17669487,0.003366784,-0.180473633,0.142838776,-0.008452092,-0.053074075,7
6919,HLA CLASS I HISTOCOMPATIBILITY ANTIGEN; F ALPHA CHAIN PRECURSOR,X17093_at,1.664557678,3.906113923,-0.013380553,3.104215843,2.267572746,1.194960595,0.945565209,1.321728905,3.081151568,1.807630203,2.995177737,0.575097492,2.878704238,1.59624379,2.704239326,2.062889757,0.408884359,0.54929305,1.523381908,4.845338882,0.417690036,0.106449468,0.008108804,0.276353116,0.119485735,-0.023476537,0.916599613,0.156395308,0.014586592,0.208868928,1.152082271,0.857019297,1.265800893,2.561059361,4
6920,Melanoma growth stimulatory activity (MGSA),X54489_rna1_at,-0.24019394,-0.224685703,-0.215684659,-0.238040209,-0.281199739,-0.239904889,-0.216488254,-0.23385954,-0.244639875,-0.295597724,-0.251988475,-0.237529853,-0.239484793,-0.270222679,-0.300029633,-0.313541447,-0.234828397,-0.220054364,-0.218532311,-0.20230209,-0.24080415,-0.252809699,-0.147012665,-0.205062445,-0.269752711,-0.197100679,-0.201233995,-0.203050299,-0.241536044,-0.244930652,-0.215391308,-0.271924475,-0.255904994,-0.230908839,7
6921,ECRP gene for eosinophil cationic related protein,X55989_rna1_at,-0.201387456,-0.140941551,-0.279193848,-0.197821509,-0.339452708,-0.213592169,-0.189275878,-0.082742968,-0.232223815,-0.305729693,-0.222322378,-0.212558492,-0.251176378,-0.258063288,-0.282355045,-0.33816119,-0.247786251,-0.171585066,-0.221790509,-0.196576977,-0.048987016,-0.200589514,-0.111648185,-0.164496043,-0.136014373,0.003203296,-0.128695708,-0.135749845,-0.260583139,0.0037905,-0.210113055,-0.197572535,-0.274769117,-0.194063581,7
6922,L2-9 transcript of unrearranged immunoglobulin V(H)5 pseudogene,X58399_at,-0.287893578,-0.273717253,-0.172363821,-0.219162044,0.167184025,-0.345566903,-0.059591903,-0.058945082,-0.080662259,-0.21834146,-0.249445667,-0.292551496,-0.236453641,-0.323202881,0.084289901,-0.207134079,-0.25322019,-0.226215716,-0.213237738,-0.233217698,-0.316829233,-0.387090175,-0.32544254,-0.352012164,-0.330433986,-0.227885101,-0.353750394,-0.259261473,-0.385402399,-0.130103681,-0.263707625,-0.398523723,-0.339129065,-0.310614907,1
6923,CLL-12 transcript of unrearranged immunoglobulin V(H)5 gene,X58401_at,-0.302446009,-0.234665576,-0.242602461,-0.254456005,-0.305403437,-0.264573063,-0.240724275,-0.233066277,-0.250633835,-0.234805909,-0.229950803,-0.23710661,-0.30097387,-0.303226739,-0.290164747,-0.282245162,-0.27370196,-0.239770689,-0.240117874,-0.230164304,-0.235345938,-0.311312012,-0.267171522,-0.288678905,-0.305283194,-0.203668022,-0.269680379,-0.228287969,-0.302729902,-0.227982021,-0.253151118,-0.308899493,-0.313976901,-0.272265761,1
6924,GB DEF = H4/h gene for H4 histone,X60487_at,-0.215939887,-0.245513264,-0.206431665,-0.197000719,-0.259047202,-0.252238976,-0.232645602,-0.192213241,-0.204822856,-0.175280591,-0.183332651,-0.210019032,-0.228659251,-0.23635009,-0.268379789,-0.270561216,-0.227304482,-0.224161932,-0.197761297,-0.16756974,-0.225209261,-0.223754859,-0.20206873,-0.249354332,-0.169548762,-0.220086381,-0.201233995,-0.189284297,-0.174263326,-0.20510137,-0.234474223,-0.283177741,-0.267001537,-0.211734266,1
6925,ZNF37A Zinc finger protein 37a (KOX 21),X69115_at,-0.035651428,-0.027691687,-0.084880965,-0.169504261,-0.159360784,0.012532764,-0.145480962,-0.132321896,-0.157299317,-0.165148622,-0.124000457,-0.138490895,-0.132095419,-0.10780796,-0.245361721,-0.197953836,-0.175473065,-0.079164795,-0.006749427,-0.114898703,-0.142166477,-0.140909303,-0.06061081,-0.199681187,-0.159568289,-0.085866299,-0.01933029,-0.136514623,-0.154810974,-0.095782704,-0.109014206,-0.115986353,0.044441428,-0.190679833,4
6926,RPS26 Ribosomal protein S26,X69654_at,1.62251732,3.900039218,1.684543931,1.567697343,2.631448682,2.185387801,5.442835414,5.015160727,4.317619859,5.882370458,5.975772878,4.468936856,5.200566422,4.150150096,2.413225176,4.547397462,1.321368091,1.477603331,1.360879272,1.072489657,3.862990876,2.315795185,4.439117384,4.772186649,4.572373557,5.795600192,1.332857786,2.853766912,1.445550248,4.284590828,3.41036257,3.794121856,3.777688274,1.503450076,7
6927,CORTICOTROPIN RELEASING FACTOR RECEPTOR 1 PRECURSOR,X72304_at,-0.226854211,-0.284131034,-0.399062186,-0.23229468,-0.35873362,-0.357078718,-0.225842508,-0.253691112,-0.211673096,-0.241560556,-0.207065528,-0.244724991,-0.250743356,-0.27803943,-0.315649037,-0.313124163,-0.272029979,-0.202391824,-0.207943166,-0.22062245,-0.2583484,-0.300710921,-0.243863115,-0.288264962,-0.278535527,-0.192996089,-0.202349969,-0.229435136,-0.26504097,-0.251710104,-0.233662184,-0.332611734,-0.294003124,-0.262490488,1
6928,GLUL Glutamate-ammonia ligase (glutamine synthase),X72475_at,-0.162176737,-0.050254878,-0.034410086,-0.11492174,-0.163873338,0.017877535,-0.185449138,-0.026421305,-0.112772758,-0.105623303,-0.141800115,-0.113096291,-0.116939661,-0.142114813,-0.206313212,-0.155390889,-0.102323888,-0.053697876,-0.020189494,-0.059937622,-0.190900505,-0.122455553,-0.037302403,-0.076740154,-0.112061238,-0.106799707,-0.075872955,-0.143780013,-0.063628074,-0.071630906,-0.124848966,-0.068963775,-0.013630479,-0.159474156,4
6929,GKP2 Glycerol kinase 2 (testis specific),X78712_at,-0.337614386,-0.403021695,-0.302746925,-0.267178247,-0.3776043,-0.329121453,-0.258157203,-0.263210266,-0.299013654,-0.282510598,-0.260040701,-0.232450932,-0.278889765,-0.310609226,-0.344421622,-0.357356245,-0.293347739,-0.302205717,-0.294692694,-0.222530821,-0.268095205,-0.385519643,-0.27279769,-0.321794335,-0.387921511,-0.232810608,-0.327339018,-0.246642638,-0.269498801,-0.239422347,-0.259241411,-0.412992209,-0.360212496,-0.294072138,4
6930,GB DEF = Anion exchange protein,X87211_at,-0.187643492,-0.132697308,-0.113481129,-0.280310884,-0.221305842,-0.179467861,-0.283243612,-0.124785899,-0.229226835,-0.234805909,-0.253259879,-0.366619093,-0.211771406,-0.178592985,-0.326747034,-0.234257526,-0.220616557,-0.209374688,-0.125266387,-0.330926287,-0.190900505,-0.211583237,-0.204479944,-0.30523662,-0.197494086,-0.149487439,-0.123115839,-0.154104514,-0.280846006,-0.182644435,-0.247060826,-0.257054087,-0.294003124,-0.33918878,1
6931,GB DEF = RagB protein,X90530_at,-0.11932791,-0.080628405,-0.077310333,-0.119436083,-0.018651149,-0.007201776,-0.168441404,-0.191419978,-0.167574677,-0.076916057,-0.078229907,-0.151188198,-0.109578292,-0.142114813,-0.041487401,-0.127432875,-0.112355775,-0.075878741,-0.088611657,-0.019098485,-0.137877883,-0.156221989,-0.035694927,-0.126413299,-0.051779181,-0.119523934,-0.035697903,-0.150280625,-0.062817559,-0.026293319,-0.176007419,-0.13567957,0.015590417,-0.178648729,1
6932,GB DEF = Gastrin-binding protein,X98225_at,-0.172282592,-0.330993046,-0.373406156,-0.223676388,-0.366528031,-0.36776826,-0.250928916,-0.17793451,-0.195403776,-0.16345996,-0.285892586,-0.2184839,-0.26460005,-0.362720901,-0.363329321,-0.339413042,-0.289585781,-0.287007716,-0.216495937,-0.197722,-0.120723505,-0.309348847,-0.136564068,-0.326347706,-0.297298816,-0.250460344,-0.196398109,-0.208786133,-0.390670744,-0.26611644,-0.166262952,-0.355922071,-0.279947504,-0.225645231,4
6933,Ubiquitin hydrolase,X98296_at,-0.228875382,0.001814024,0.019004928,-0.163348338,0.076112483,-0.189335131,-0.085953891,-0.031974145,-0.144026977,-0.173591929,-0.133747889,-0.124947106,-0.107846206,-0.29019882,0.019346065,-0.124094604,-0.09062002,-0.166245229,-0.20061222,-0.133600738,-0.211173861,0.003186997,-0.114059399,-0.063493982,-0.257376924,-0.244303459,-0.296091755,-0.214521967,-0.267067257,-0.130527396,-0.110638284,-0.23052853,-0.143090144,-0.157594296,1
6934,NGAL gene,X99133_at,-0.298403667,-0.521478449,-0.263211403,-0.203156643,-0.386629407,-0.470963456,-0.248802949,0.820386785,-0.227942415,-0.274489455,-0.307930258,-0.347573139,-0.138590744,-0.416135367,-0.083413168,-0.365701921,-0.137435493,-0.165423715,0.129687623,-0.097723366,-0.2162422,-0.51469589,-0.055788381,-0.659571718,-0.17394017,-0.348149577,-0.101168357,-0.039387831,-0.369597363,-0.135611985,-0.235286262,-0.437106351,-0.342088143,-0.39332875,1
6935,Rit mRNA,Y07566_at,-0.186835024,-0.183464488,-0.208955209,-0.225317967,-0.212690966,-0.165078093,-0.222015767,-0.173174932,-0.197972616,-0.226362602,-0.213422549,-0.205786597,-0.182758954,-0.172079025,-0.227276096,-0.263050108,-0.158753253,-0.208553175,-0.17332481,-0.178256617,-0.206885266,-0.229251721,-0.216536017,-0.248526446,-0.21106753,-0.215981791,-0.15399111,-0.183930852,-0.197768252,-0.185610445,-0.195496354,-0.249417942,-0.219286404,-0.242939943,4
6936,GB DEF = DFFRY protein; abundant transcript,Y13618_at,-0.191685835,-0.16740991,-0.245967186,-0.197000719,-0.278328114,-0.214003305,-0.210535547,-0.21997744,-0.209960536,-0.191322875,-0.188418267,-0.185894157,-0.197481691,-0.245035369,-0.283999193,-0.260129121,-0.218108585,-0.190890634,-0.232786928,-0.197722,-0.213123222,-0.256736029,-0.212517326,-0.225759588,-0.215059719,-0.196279761,-0.173706645,-0.190431464,-0.224109979,-0.177559846,-0.191030139,-0.265494037,-0.157885534,-0.219253706,1
6937,Germ line pseudogene for immunoglobulin kappa light chain leader peptide and variable region (subgroup V kappa I),Z00010_at,-0.325891594,-0.213838015,-0.315785236,-0.298368259,-0.351759673,-0.385858254,-0.285369579,-0.271936157,-0.234364515,-0.284621424,-0.18629926,-0.251496886,-0.318727758,-0.319294505,-0.324691849,-0.349010569,-0.312157527,-0.226215716,-0.33867837,-0.26909507,-0.2653661,-0.354894271,-0.322227588,-0.348700621,-0.349995713,-0.257027687,-0.20569789,-0.176665462,-0.325019056,-0.26611644,-0.215391308,-0.367175338,-0.333210909,-0.28880853,1
6938,GB DEF = Chloride channel (putative) 2139bp,Z30643_at,0.55210512,0.135891449,-0.113060539,0.053340169,0.085958055,0.452448542,0.313302677,0.004119314,0.271268813,0.31907507,0.427788946,0.75116675,0.29356488,0.081531123,0.004548736,0.203890457,0.112107699,0.356648129,0.317441295,0.091587026,0.184156574,0.175945503,0.416407799,0.603367984,0.347040519,0.078727745,0.540516493,0.192722257,0.290566838,0.427929976,0.190222144,0.676565131,0.318156148,0.174388996,4
6939,GB DEF = Chloride channel (putative) 2163bp,Z30644_at,0.234781262,0.545066244,0.308791891,0.32994633,0.341532698,0.712286647,-0.044284942,0.40947663,0.120135397,0.077596472,0.318871991,0.123920018,0.12468643,0.010746099,0.137313666,0.071194211,0.206574636,0.153734289,0.253499155,0.411811659,0.322561213,0.608234402,0.38064145,0.465525008,0.164597473,0.198171303,-0.057273394,0.073416907,0.356218527,0.221156685,0.098461744,0.855411688,0.951028966,0.535698104,1
6940,GB DEF = DNA for histone H3a,Z46261_at,-0.264447993,-0.353990145,-0.33765595,-0.303292998,-0.394013586,-0.37763553,-0.327463722,-0.329051082,-0.309717153,-0.192589371,-0.188418267,-0.231604445,-0.24641314,-0.338836383,-0.365384506,-0.376551299,-0.323025405,-0.300151933,-0.368002153,-0.291232173,-0.303183705,-0.410648153,-0.329461231,-0.417001195,-0.359976186,-0.290274863,-0.338870745,-0.276086587,-0.307998248,-0.319504625,-0.258429372,-0.459210982,-0.36834996,-0.286928669,1
6941,Semenogelin II gene extracted from H.sapiens genes for semenogelin I and semenogelin II,Z47556_rna2_at,-0.297595199,-0.344878087,-0.290970387,-0.281952463,-0.346836887,-0.356667581,-0.282818418,-0.210458286,-0.272897114,-0.306151859,-0.246055256,-0.270966082,-0.28018883,-0.306700851,-0.360041026,-0.332736501,-0.280389885,-0.225394202,-0.282067176,-0.228255934,-0.27589265,-0.346648979,-0.293694882,-0.332970792,-0.300492567,-0.227885101,-0.274516265,-0.227140802,-0.307998248,-0.311454026,-0.250308982,-0.340649781,-0.35429434,-0.325277815,7
